article,sentence,label
XiP a computational environment to create.txt,"At, there is a list of components and a tool to search for a specific algorithm",1
XiP a computational environment to create.txt,"the pipelines are composed of an ordered sequence of components, one must replace only the different components to adapt the pipeline to a new data set.(2) Integrability: Components written in both R and Java programming languages run on XiP",1
XiP a computational environment to create.txt,"Internally, XiP translates the R data structures into Java structures, thus allowing the connection of packages available at the R webpage (http://www.r-project.org) and the BioJava project ().(3) Extensibility: R and Java functions developed by different groups can automatically be translated to a XiP component and included in the platform",1
XiP a computational environment to create.txt,"The integration with grid engines makes XiP suitable for individual researchers with modest data sizes as well as for big collaborative projects with large amounts of data.(5) Interoperability: Owing to several different pipeline platforms available in the literature such as Pegasus (), Kepler () and Galaxy (), each one with unique advantages, it would be interesting whether one platform could integrate components developed in different environments",1
XiP a computational environment to create.txt,"Summing up, the main advantages of XiP are (i) it satisfies all the five characteristics for a pipeline platform; (ii) components developed in the Galaxy platform can be converted to XiP components; and (iii) stand-alone packages created under XiP can be run outside the XiP environment",1
XLinkDB 20 integrated largescale structural analysis.txt,"Availability and Implementation: XLinkDB 2.0 can be found here, including documentation and help: http://xlinkdb.gs.washington.edu/.",1
XLmap an R package to visualize.txt,"To accommodate this lack of tools, herein we describe the development of XLmap, an algorithm implemented in R, to integrate cross-linked sites originating from cross-link mass spectrometry (XL-MS) data with protein contact maps",1
XMATE a flexible system for mapping.txt,"With the rapid increase in genome re-sequencing projects, progression of available mapping software and the evolution of file formats, we now present X-MATE, an updated version of RNA-MATE, capable of mapping both RNA-Seq and DNA datasets and with improved performance, output file formats, configuration files, and flexibility in core mapping software.",1
XMSF Structurepreserving noise reduction and presegmentation.txt,"The parallel implementation of the algorithm allows a nearly linear speed-up in multicore machines, providing fast results at a reduced cost",1
Xper2 introducing etaxonomy.txt,Xper 2 version 2.0 is one of the most user-friendly tools in its category and provides a complete environment dedicated to taxonomic management,1
Xper2 introducing etaxonomy.txt,"Availability: Xper 2 software can be freely downloaded at http://darwin.informatics.indiana.edu/MultiGlycan/.",1
XPIWITan XML pipeline wrapper for the.txt,We present an XML-based wrapper application for the Insight Toolkit that combines the performance of a pure Cþþ implementation with an easy-to-use graphical setup of dynamic image analysis pipelines,1
XPIWITan XML pipeline wrapper for the.txt,"We successfully applied the software tool for the automated analysis of terabyte-scale, time-resolved 3D image data of zebrafish embryos",1
XPIWITan XML pipeline wrapper for the.txt,Availability and implementation: XPIWIT is implemented in Cþþ using the Insight Toolkit and the Qt SDK,1
XPIWITan XML pipeline wrapper for the.txt,"To overcome these limitations, we developed XPIWIT, an XML-based wrapper application for ITK that allows a graphical setup and rapid prototyping of image analysis pipelines while preserving the performance of a pure C implementation (Supplementary)",1
XPIWITan XML pipeline wrapper for the.txt,"We also integrated our recently published algorithm for the efficient segmentation of fluorescently labeled cellular nuclei as an exemplary pipeline (XPIWIT can be constantly extended with new functionality, we created template files that facilitate the implementation of new filters for XPIWIT",1
